Domain Code,Domain,Area Code (FAO),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2014","2014","ha","91145","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2015","2015","ha","97107","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2016","2016","ha","97713","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2017","2017","ha","98415","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2018","2018","ha","98857","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2019","2019","ha","99466","","Official data"
"QCL","Crops and livestock products","165","Pakistan","5312","Area harvested","577","Dates","2020","2020","ha","106488","Im","FAO data based on imputation methodology"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1961","1961","hg/ha","82697","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1962","1962","hg/ha","70333","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1963","1963","hg/ha","60575","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1964","1964","hg/ha","72216","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1965","1965","hg/ha","80660","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1966","1966","hg/ha","80000","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1967","1967","hg/ha","78387","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1968","1968","hg/ha","74653","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1969","1969","hg/ha","73608","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1970","1970","hg/ha","85027","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1971","1971","hg/ha","76611","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1972","1972","hg/ha","92336","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1973","1973","hg/ha","80633","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1974","1974","hg/ha","80202","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1975","1975","hg/ha","73739","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1976","1976","hg/ha","83015","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1977","1977","hg/ha","86342","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1978","1978","hg/ha","87378","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1979","1979","hg/ha","85887","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1980","1980","hg/ha","80438","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1981","1981","hg/ha","76942","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1982","1982","hg/ha","73291","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1983","1983","hg/ha","71207","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1984","1984","hg/ha","70773","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1985","1985","hg/ha","69406","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1986","1986","hg/ha","67605","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1987","1987","hg/ha","68610","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1988","1988","hg/ha","68184","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1989","1989","hg/ha","67983","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1990","1990","hg/ha","68382","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1991","1991","hg/ha","69086","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1992","1992","hg/ha","66726","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1993","1993","hg/ha","78802","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1994","1994","hg/ha","78716","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1995","1995","hg/ha","72046","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1996","1996","hg/ha","71679","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1997","1997","hg/ha","71570","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1998","1998","hg/ha","95582","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","1999","1999","hg/ha","75407","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2000","2000","hg/ha","77934","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2001","2001","hg/ha","80322","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2002","2002","hg/ha","80266","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2003","2003","hg/ha","57069","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2004","2004","hg/ha","76156","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2005","2005","hg/ha","60565","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2006","2006","hg/ha","50331","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2007","2007","hg/ha","61854","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2008","2008","hg/ha","62448","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2009","2009","hg/ha","58641","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2010","2010","hg/ha","58147","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2011","2011","hg/ha","59858","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2012","2012","hg/ha","58550","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2013","2013","hg/ha","58754","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2014","2014","hg/ha","58939","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2015","2015","hg/ha","48169","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2016","2016","hg/ha","44926","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2017","2017","hg/ha","44770","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2018","2018","hg/ha","45216","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2019","2019","hg/ha","56794","Fc","Calculated data"
"QCL","Crops and livestock products","165","Pakistan","5419","Yield","577","Dates","2020","2020","hg/ha","51017","Fc","Calculated data"
